ans,label
"-105.012825,-34.592396","-274.0,-317.0"
"-188.73553,-65.56549","-274.0,-317.0"
"-84.42463,-38.808887","-274.0,-317.0"
"-180.40587,162.08617","-274.0,-317.0"
"-38.931595,5.185929","-274.0,-317.0"
"-282.3966,-59.329178","-274.0,-317.0"
"85.23367,-114.43499","-274.0,-317.0"
"-49.98212,111.2586","-274.0,-317.0"
"155.88423,-308.54468","-274.0,-317.0"
"-25.65104,-23.049238","263.5,-317.0"
"-132.41016,-177.41927","263.5,-317.0"
"-76.15435,-254.3565","263.5,-317.0"
"-8.774019,-224.47742","263.5,-317.0"
"119.40426,-26.303562","263.5,-317.0"
"-182.10458,-45.75517","263.5,-317.0"
"56.812935,-322.93707","263.5,-317.0"
"157.93752,8.876093","263.5,-317.0"
"-85.05962,-35.91729","263.5,-317.0"
"193.80403,47.26195","263.5,-317.0"
"31.983004,106.48734","263.5,-317.0"
"-58.615063,-100.792244","263.5,-317.0"
"39.156017,-76.788574","263.5,-317.0"
"81.44653,-151.60202","263.5,-317.0"
"175.05974,-317.64764","263.5,-317.0"
"137.06429,-116.098434","263.5,-317.0"
"76.04705,-247.58253","263.5,-317.0"
"11.292803,-232.48338","263.5,-317.0"
"3.5047019,-178.44203","263.5,-317.0"
"-44.940857,-56.211987","263.5,-317.0"
"-146.3998,-206.58607","263.5,-317.0"
"111.46209,-86.70256","263.5,-317.0"
"65.5837,-215.2328","263.5,-317.0"
"186.69536,58.891235","263.5,-317.0"
"60.928116,-323.63684","263.5,-317.0"
"2.2153113,170.31503","263.5,-317.0"
"109.35564,-123.200874","263.5,-317.0"
"10.081568,22.898348","263.5,-317.0"
"-6.331201,-177.74397","263.5,-317.0"
"-63.8991,-28.445265","263.5,-317.0"
"44.223633,-176.71675","263.5,-317.0"
"-33.542152,-12.147477","263.5,-317.0"
"58.850792,-4.500438","263.5,-317.0"
"189.8694,-349.24707","263.5,-317.0"
"169.52367,21.451628","263.5,-317.0"
"-175.92635,-15.992174","263.5,-317.0"
"-82.32972,-110.5177","263.5,-317.0"
"-107.99286,-140.23842","263.5,-317.0"
"80.6398,-90.95608","263.5,-317.0"
"204.69284,-88.81489","263.5,-317.0"
"98.72527,-235.87611","263.5,-317.0"
"236.68677,-178.39761","263.5,-317.0"
"-123.81681,-179.07942","263.5,-317.0"
"-96.878105,21.591322","263.5,-317.0"
"-114.6462,-4.2343097","263.5,-317.0"
"-68.67844,82.99039","263.5,-317.0"
"51.060703,-140.17345","263.5,-317.0"
"110.68162,-354.18042","263.5,-317.0"
"-26.587458,-121.56818","263.5,-317.0"
"-66.80654,-244.97878","263.5,-317.0"
"74.03028,-229.22511","263.5,-317.0"
"12.9437275,44.059948","263.5,-317.0"
"-118.77318,-92.19973","263.5,-317.0"
"170.81136,82.511536","263.5,-317.0"
"246.5609,-102.19385","263.5,-317.0"
