ans,label
"-242.21953,-309.34747","-274.0,-317.0"
"-215.4348,-285.15125","-274.0,-317.0"
"-74.20741,-192.13936","-274.0,-317.0"
"-223.01537,-280.52094","-274.0,-317.0"
"-246.99663,-306.15344","-274.0,-317.0"
"-229.24094,-292.74963","-274.0,-317.0"
"-231.8821,-284.54037","-274.0,-317.0"
"-236.85849,-308.21735","-274.0,-317.0"
"-178.38199,-222.94717","-274.0,-317.0"
"-238.04893,-297.39157","-274.0,-317.0"
"-218.98676,-294.66718","-274.0,-317.0"
"-231.59924,-292.92032","-274.0,-317.0"
"-233.46199,-306.1899","-274.0,-317.0"
"-213.95273,-283.15332","-274.0,-317.0"
"-211.71413,-254.11661","-274.0,-317.0"
"-306.40735,-229.11235","-274.0,-317.0"
"-234.41771,-307.3131","-274.0,-317.0"
"-227.17612,-282.31836","-274.0,-317.0"
"-272.28534,-332.68863","-274.0,-317.0"
"-229.74458,-299.24213","-274.0,-317.0"
"-226.55742,-294.0348","-274.0,-317.0"
"-224.0863,-284.6566","-274.0,-317.0"
"-239.26506,-311.4499","-274.0,-317.0"
"-227.66595,-295.16934","-274.0,-317.0"
"-224.68687,-294.39276","-274.0,-317.0"
"-147.53577,-248.07742","-274.0,-317.0"
"-252.6051,-346.4948","-274.0,-317.0"
"-224.5467,-234.03157","-274.0,-317.0"
"-221.18443,-274.36905","-274.0,-317.0"
"-232.53656,-294.96387","-274.0,-317.0"
"-239.12752,-312.6462","-274.0,-317.0"
"-212.21175,-290.4326","-274.0,-317.0"
"-228.40596,-299.81375","-274.0,-317.0"
"-290.50482,-334.9856","-274.0,-317.0"
"-130.76022,-257.37802","-274.0,-317.0"
"-244.85196,-290.12512","-274.0,-317.0"
"-160.29549,-252.22075","-274.0,-317.0"
"266.3421,-199.16696","263.5,-317.0"
"285.61752,-293.79907","263.5,-317.0"
"259.13748,-316.57837","263.5,-317.0"
"274.23227,-364.57654","263.5,-317.0"
"265.80142,-325.14612","263.5,-317.0"
"295.97305,-199.7443","263.5,-317.0"
"221.47935,-160.14302","263.5,-317.0"
"250.89871,-38.96439","263.5,-317.0"
"254.6978,-331.17862","263.5,-317.0"
"274.66397,-307.3405","263.5,-317.0"
"279.39102,-312.31064","263.5,-317.0"
"263.5681,-297.35498","263.5,-317.0"
"268.44348,-287.12988","263.5,-317.0"
"281.10043,-291.0548","263.5,-317.0"
"239.73244,-306.01688","263.5,-317.0"
"280.03134,-121.22771","263.5,-317.0"
"278.80743,-359.20734","263.5,-317.0"
"290.65582,-330.42792","263.5,-317.0"
"260.64258,-305.4532","263.5,-317.0"
"311.1961,45.584347","263.5,-317.0"
"294.04944,-265.45795","263.5,-317.0"
"294.72992,-81.9991","263.5,-317.0"
"307.53244,-53.328373","263.5,-317.0"
"254.62274,-230.48555","263.5,-317.0"
"286.47043,-352.97818","263.5,-317.0"
"258.024,126.602196","263.5,-317.0"
"321.71304,80.2104","263.5,-317.0"
"338.74835,-92.46179","263.5,-317.0"
"276.94104,-365.92767","263.5,-317.0"
"258.12573,-130.0009","263.5,-317.0"
"302.76685,12.589947","263.5,-317.0"
"282.44006,54.121136","263.5,-317.0"
"307.17615,24.526531","263.5,-317.0"
"255.3386,-249.9572","263.5,-317.0"
"270.82516,-283.23102","263.5,-317.0"
"270.60312,-306.75458","263.5,-317.0"
"272.0224,-295.4213","263.5,-317.0"
"267.3335,-272.0504","263.5,-317.0"
"287.25357,-244.71063","263.5,-317.0"
"279.55582,-299.15192","263.5,-317.0"
"276.74045,-314.27655","263.5,-317.0"
"293.33234,-296.35233","263.5,-317.0"
"287.9163,-317.2876","263.5,-317.0"
"264.97845,-226.7871","263.5,-317.0"
"294.10428,-327.59314","263.5,-317.0"
"283.67838,-245.51521","263.5,-317.0"
"305.74368,-282.83646","263.5,-317.0"
"283.88272,-314.73383","263.5,-317.0"
"272.26263,-260.11496","263.5,-317.0"
"283.9943,-298.48584","263.5,-317.0"
"242.01265,-240.27367","263.5,-317.0"
"282.12314,-143.60161","263.5,-317.0"
"290.4025,-314.65936","263.5,-317.0"
"292.23932,-329.90012","263.5,-317.0"
"248.86931,-145.12488","263.5,-317.0"
