ans,label
"-273.7305791396449,1.5761631043462747e-10","-274.0,0.0"
"-273.92270141693893,2.931009262762028e-12","-274.0,0.0"
"-273.9442569609902,5.4592813892502e-12","-274.0,0.0"
"-273.91644107027685,8.038497807809776e-11","-274.0,0.0"
"-273.85887074438205,2.6069339534442527e-10","-274.0,0.0"
"-273.9211969032086,3.924181571601028e-11","-274.0,0.0"
"-272.9082687993148,1.439316515630968e-09","-274.0,0.0"
"-273.96057135615035,2.488868702841727e-11","-274.0,0.0"
"-273.92166556316675,3.089602331010717e-10","-274.0,0.0"
"-273.65839458834284,4.7439186826879256e-11","-274.0,0.0"
"-273.9497024080373,1.18251856305973e-10","-274.0,0.0"
"-273.9631850324373,4.70149189227521e-12","-274.0,0.0"
"30.087233589530406,121.56231023915048","263.5,0.0"
"-238.03528387864927,245.78093725924592","263.5,0.0"
"-175.13738090104408,-71.85238596310327","263.5,0.0"
"-209.9440100017283,70.2576062170685","263.5,0.0"
"-135.22851859028097,-0.989204225152767","263.5,0.0"
"-241.0411254317453,215.4428699316406","263.5,0.0"
"-230.64064016021157,-284.24634223865576","263.5,0.0"
"-230.99932018189278,188.03524282682196","263.5,0.0"
"-200.9428369148082,98.45655656514252","263.5,0.0"
"-170.01255602880786,8.360614408460776","263.5,0.0"
"-85.39575273990631,36.53475339434296","263.5,0.0"
"-232.6612912478168,-257.58789071131713","263.5,0.0"
"-240.11712555114042,217.27521569358646","263.5,0.0"
"-234.77618490482055,199.5468842949027","263.5,0.0"
"-214.89910381686815,105.17782585116238","263.5,0.0"
"-247.5055584135229,-300.7858595519448","263.5,0.0"
"-244.41335474451307,-301.21063452249734","263.5,0.0"
"-235.89594291349175,-270.80031962270033","263.5,0.0"
"-235.67101661361144,174.55695712440277","263.5,0.0"
"-58.25313480702882,44.07801809223865","263.5,0.0"
"-245.7561132964375,231.4888175663653","263.5,0.0"
"-217.14466378745698,84.03761142547962","263.5,0.0"
"-182.75794815088364,-169.62767490873375","263.5,0.0"
"23.81301548287031,0.33150084417868464","-274.0,-317.0"
"-219.2959477719657,-108.90324791841859","-274.0,-317.0"
"-208.2148107045448,-249.11097524038888","-274.0,-317.0"
"-208.21504994182283,-214.70060594381948","-274.0,-317.0"
"-219.27266146230014,-252.48264782945526","-274.0,-317.0"
"-229.00479513504396,-251.28226334362603","-274.0,-317.0"
"-236.01588018388483,-296.9478786068074","-274.0,-317.0"
"-186.259369050765,-165.28791530659163","-274.0,-317.0"
"-240.96426342185865,-287.03282514775134","-274.0,-317.0"
"-227.96791292541857,-277.72995826371255","-274.0,-317.0"
"-246.71001558585536,-300.3783814612969","-274.0,-317.0"
"-221.05054655868807,-265.1960992774708","-274.0,-317.0"
"-195.483841469745,-241.49088618022407","-274.0,-317.0"
"-233.65312408172136,-293.4130414805065","-274.0,-317.0"
"-242.65269542842475,-287.29664317049793","-274.0,-317.0"
"-248.08920389143896,-300.03294141279105","-274.0,-317.0"
"-144.09651536109791,-226.19857698445304","-274.0,-317.0"
"-94.06687826561577,-50.02732391801932","-274.0,-317.0"
"-219.37095015348774,-177.8938363681299","-274.0,-317.0"
"-240.56047866316038,-280.2417904433504","-274.0,-317.0"
"-248.71364852779638,-300.99264266349513","-274.0,-317.0"
"-239.76860116111237,-294.51500032253705","-274.0,-317.0"
"-238.68373281240196,-283.44197132676493","-274.0,-317.0"
"-249.2163649506036,-301.3962042945473","-274.0,-317.0"
"-233.9746793817761,-287.8665583527368","-274.0,-317.0"
"-241.4689124013919,-290.36487222914894","-274.0,-317.0"
"-246.421244205706,-293.8939267249575","-274.0,-317.0"
"-211.0949465052916,209.82927172614419","-274.0,-317.0"
"-225.61555678517917,-261.66775853787607","-274.0,-317.0"
"-243.71597301861397,-294.1964518897063","-274.0,-317.0"
"-215.74447999638764,62.49166495701577","-274.0,-317.0"
"-205.16334671283622,-125.85456100487707","-274.0,-317.0"
"-231.07793309876328,-254.48888327558606","-274.0,-317.0"
"-218.22981415625281,-244.19183662841633","-274.0,-317.0"
"-188.9470658594422,-113.92318662942618","-274.0,-317.0"
"-250.9520930500615,-303.0338742292121","-274.0,-317.0"
"-209.28444797750316,-223.2578669514127","-274.0,-317.0"
"-212.36711673087189,-290.0803208610341","-274.0,-317.0"
"-225.62210696301918,-267.3274745095536","-274.0,-317.0"
"-250.79675245102035,-306.3642097549664","-274.0,-317.0"
"-238.7782199233439,-294.75119899498424","-274.0,-317.0"
"-242.84092009887712,-295.54017312724454","-274.0,-317.0"
"-232.9451627667801,-261.30092122201773","-274.0,-317.0"
"-249.62109028379024,-300.5914766145493","-274.0,-317.0"
"-236.47059659139,-296.17725692086833","-274.0,-317.0"
"-224.95989197630124,-300.1216159867317","-274.0,-317.0"
"-116.4406775716333,-141.38795867528083","-274.0,-317.0"
"-96.36947214448655,25.15837200410824","-274.0,-317.0"
"-111.56106397440331,-232.38361002613337","-274.0,-317.0"
"-238.9391191287711,-246.80608897214591","-274.0,-317.0"
"-249.1113490815515,-295.6537163756519","-274.0,-317.0"
"-180.10070276911674,-64.10713055269818","-274.0,-317.0"
"-177.06555763084336,-178.63503549966345","-274.0,-317.0"
"-239.79666553460456,-291.8858719976673","-274.0,-317.0"
"-242.99363495333205,-295.95685983022713","-274.0,-317.0"
"-238.63079244984738,-296.28963865197267","-274.0,-317.0"
"-239.91049402084332,-244.44374405889562","-274.0,-317.0"
"-249.27881620229724,-302.0388957521634","-274.0,-317.0"
"-243.87355354021756,-299.7078847060936","-274.0,-317.0"
"-94.6635141543824,-198.66410759342398","-274.0,-317.0"
"-134.82003357785536,50.63089886018342","-274.0,-317.0"
"-202.91121802981107,-201.89475585539458","-274.0,-317.0"
"-216.96818312605956,-231.72258026120153","-274.0,-317.0"
"263.5,0.0","-274.0,-317.0"
"-216.82370942292582,22.725074406945318","263.5,-317.0"
"262.93242342584506,-243.23778216943614","263.5,-317.0"
"263.2941680677969,-267.1034899609075","263.5,-317.0"
"258.2978998604273,-306.675520551472","263.5,-317.0"
"171.09336665640734,-260.9794326357078","263.5,-317.0"
"254.31402531149956,-291.85372513932714","263.5,-317.0"
"260.93855943680853,-276.47186878286874","263.5,-317.0"
"263.4489542027594,-157.70559023403638","263.5,-317.0"
"223.70438269866628,-268.8839751582167","263.5,-317.0"
"262.31447097976735,-207.39834838114925","263.5,-317.0"
"250.06720553876863,-28.470075205348337","263.5,-317.0"
"262.4556901023839,-156.5925332758695","263.5,-317.0"
"262.5167028241102,-58.27484790436928","263.5,-317.0"
"259.20306975695576,-276.006526874318","263.5,-317.0"
"224.52365247486765,-302.5014489885185","263.5,-317.0"
"258.1954268326684,-276.45645418502596","263.5,-317.0"
"262.8332835608933,-263.4873120637966","263.5,-317.0"
"201.72283538956654,-308.7081718028454","263.5,-317.0"
"221.28979140555265,-296.0435787313707","263.5,-317.0"
"251.03742182556772,-296.7843989631805","263.5,-317.0"
"261.3211147582622,-277.8076783253835","263.5,-317.0"
"252.88424391559133,-308.38519972871893","263.5,-317.0"
"262.8705729051304,-293.7440195259073","263.5,-317.0"
"256.26930221286807,-303.2220751001895","263.5,-317.0"
"259.2731226378743,-218.79288131486152","263.5,-317.0"
"260.4956913113938,-296.7187161416491","263.5,-317.0"
"263.00715946375533,-233.8674391752971","263.5,-317.0"
"258.7250220065995,-205.7492150245007","263.5,-317.0"
"263.4380894241391,-119.92193256127817","263.5,-317.0"
"257.4807000961832,-305.74396206606673","263.5,-317.0"
"258.7578411699973,-311.3909073436653","263.5,-317.0"
"120.6609682048643,-307.23532339427186","263.5,-317.0"
"263.0860742408725,-288.5428581554827","263.5,-317.0"
"263.4999414164978,272.51039227434137","263.5,-317.0"
"262.8115144552154,-274.21073063981305","263.5,-317.0"
"258.2471861971965,-296.9237061768953","263.5,-317.0"
"255.63775984929822,-282.94857512562294","263.5,-317.0"
"263.4990066790928,221.06043003605095","263.5,-317.0"
"260.62044812194364,-304.64008971595797","263.5,-317.0"
"262.4310830245097,-302.1153211752209","263.5,-317.0"
"262.6180494491156,-257.5616462203686","263.5,-317.0"
"260.9579738125634,-308.73817650843006","263.5,-317.0"
"262.9628352851079,-275.9148443333545","263.5,-317.0"
"263.31887254960463,-252.45582183724514","263.5,-317.0"
"263.49585936294403,232.5473068933499","263.5,-317.0"
"263.45681976179077,-198.37353950974497","263.5,-317.0"
"263.4728528385414,79.69045580504485","263.5,-317.0"
"262.15003258684,-314.2054180853938","263.5,-317.0"
"165.0061573861534,-297.6280609869638","263.5,-317.0"
"263.19724526855094,-264.75376033522076","263.5,-317.0"
"263.3687268310328,-163.38674969662648","263.5,-317.0"
"263.4403665188505,-153.23003366905158","263.5,-317.0"
"262.5501440786151,-225.10596626489692","263.5,-317.0"
"263.46667249631724,-4.13009574835398","263.5,-317.0"
"263.4715145498466,157.48707484959942","263.5,-317.0"
"263.10552152651934,-187.35275642612086","263.5,-317.0"
"257.47170512316933,-312.5607500488573","263.5,-317.0"
"261.42964841888124,-310.803886906018","263.5,-317.0"
"263.3492055912358,-245.04494906003447","263.5,-317.0"
"261.58950849187755,-282.07446253682264","263.5,-317.0"
"263.4165345800102,-155.21645911303568","263.5,-317.0"
"261.31899329297346,-270.865613448119","263.5,-317.0"
"262.5456449108853,-268.21192924501554","263.5,-317.0"
"261.90111687871695,-276.655306090291","263.5,-317.0"
"248.081295764283,-297.142214285091","263.5,-317.0"
"259.3789847536127,-305.53402894354565","263.5,-317.0"
"263.2170084300377,-213.94528125253714","263.5,-317.0"
"261.7851212693363,-223.7446977613149","263.5,-317.0"
"263.4916694001411,-154.760734502198","263.5,-317.0"
"263.116596023285,-241.33942372856322","263.5,-317.0"
"243.91288930386114,-313.2231556840243","263.5,-317.0"
"260.7388620556141,-297.8277433700498","263.5,-317.0"
"230.3001954254533,-290.6149510124087","263.5,-317.0"
"263.1048131806953,-255.20082109422432","263.5,-317.0"
"262.2492101033622,-283.82684628709177","263.5,-317.0"
"261.65487855382094,-299.72734033918545","263.5,-317.0"
"262.9891449237767,-180.75374675747844","263.5,-317.0"
"261.9042271190966,-287.77775216681414","263.5,-317.0"
"254.77052813312875,-305.7176707585305","263.5,-317.0"
"261.54931507055556,-309.64673976784127","263.5,-317.0"
"261.03311087574764,-296.6491442957305","263.5,-317.0"
"263.2297770532791,-290.6239301340472","263.5,-317.0"
"262.85877342651287,-252.99730196274876","263.5,-317.0"
"255.982469046004,-312.07408744307253","263.5,-317.0"
"254.83533969179598,-306.92672286125884","263.5,-317.0"
"262.30114631581733,-194.34947760278737","263.5,-317.0"
"263.4518760009814,170.8506620363445","263.5,-317.0"
"261.1418706706387,-264.6922898515453","263.5,-317.0"
"225.52703163350603,-313.769106560903","263.5,-317.0"
"262.8615634486292,-234.74389972761705","263.5,-317.0"
"256.8360982819175,-310.5210508571586","263.5,-317.0"
"262.0453599548059,-300.13100436489214","263.5,-317.0"
"263.4999945172954,261.21945920428374","263.5,-317.0"
"263.50000410049785,278.0806399512234","263.5,-317.0"
